0.000000	1.558447
2.148438	1.500293
4.296875	1.631005
6.445313	1.620428
8.593750	1.604696
10.742188	1.529841
12.890625	1.548801
15.039063	1.604925
17.187500	1.563420
19.335938	1.583101
21.484375	1.658555
23.632813	1.576638
25.781250	1.469515
27.929688	1.533011
30.078125	1.629547
32.226563	1.569898
34.375000	1.731332
36.523438	1.828899
38.671875	1.604817
40.820313	1.616405
42.968750	1.686190
45.117188	1.760149
47.265625	1.661479
49.414063	1.758738
51.562500	1.830480
53.710938	1.783512
55.859375	1.714224
58.007813	1.781585
60.156250	1.654720
62.304688	1.619761
64.453125	1.590267
66.601563	1.559536
68.750000	1.600969
70.898438	1.895650
73.046875	1.498218
75.195313	0.993053
77.343750	0.356085
79.492188	-0.715884
81.640625	-1.696306
83.789063	-2.912347
85.937500	-3.803851
88.085938	-4.913809
90.234375	-6.631139
92.382813	-7.718932
94.531250	-8.076365
96.679688	-8.004055
98.828125	-7.714889
100.976563	-8.078610
103.125000	-8.670012
105.273438	-8.374094
107.421875	-9.013227
109.570313	-8.734835
111.718750	-6.187319
113.867188	-4.999958
116.015625	-3.756617
118.164063	-2.224513
120.312500	-1.002049
122.460938	-0.036801
124.609375	0.929220
126.757813	1.757664
128.906250	1.778067
131.054688	1.756665
133.203125	1.687583
135.351563	1.574429
137.500000	1.773388
139.648438	1.777915
141.796875	1.702235
143.945313	1.581503
146.093750	1.782370
148.242188	1.728546
150.390625	1.813072
152.539063	1.591258
154.687500	1.592022
156.835938	1.793507
158.984375	1.674219
161.132813	1.906735
163.281250	1.679508
165.429688	1.829962
167.578125	1.811293
169.726563	1.814531
171.875000	1.844005
174.023438	1.705903
176.171875	1.555635
178.320313	1.827584
180.468750	1.864791
182.617188	1.743544
184.765625	1.792916
186.914063	1.675947
189.062500	1.636711
191.210938	1.574691
